POS	word_en_1	word_en_2	word_ro_1	word_ro_2	ro pair accept	conc(w1)	conc(w2)	en human  scores	ro human scores	ro human scores specialists	Corola (400.5)	Corola (300.20)	Facebook	Conll (2017)	path (ro)	lch (ro)	wup  (ro)	path (en)	lch (en)	wup (en)
N	meter	inch	metru	inch	1	4.7	4.37	5.08	3.55	1.25	0.35	0.32	0.34	0.36	0.2	2.68	0.8	0.25	2.25	0.8
N	polyester	cotton	poliester	bumbac	1	4.12	4.97	5.63	1	0.83	0.57	0.6	0.6	0.84	0.25	3	0.8	0.33	2.54	0.86
N	lawyer	banker	avocat	bancher	1	4.7	4.43	1.88	0.72	0.83	0.37	0.36	0.44	0.42	0.2	2.68	0.77	0.17	1.85	0.63
N	violin	instrument	vioară	instrument	1	4.96	4.27	6.58	3.9	1.67	0.38	0.37	0.3	0.38	0.2	2.68	0.8	0.25	2.25	0.84
N	camp	cabin	tabără	cabană	1	4.35	4.92	4.2	2.33	0.42	0.48	0.5	0.29	0.75	0.25	3	0.83	0.2	2.03	0.78
N	linen	fabric	in	țesătură	1	4.8	4.63	7.47	3.33	2.08	0.25	0.27	0.03	0.08	0.1	1.68	0.33	0.5	2.94	0.92
N	whiskey	champagne	whiskey	șampanie	1	4.74	4.82	5.33	2.08	0.83	0.62	0.61	0.45	0.57	0.17	2.42	0.71	0.17	1.85	0.78
N	girl	child	fată	copil	1	4.85	4.78	5.38	2.63	2.5	0.51	0.51	0.26	0.54	0.2	2.68	0.77	0.33	2.54	0.91
N	cottage	cabin	căsuță	cabană	1	4.85	4.92	7.72	4.58	5.42	0.45	0.48	0.23	0.64	0.25	3	0.88	0.33	2.54	0.8
N	bird	hen	pasăre	găină	1	5	4.9	7.03	4.85	5.42	0.6	0.63	0.48	0.74	0.2	2.68	0.84	0.5	2.94	0.95
N	racket	noise	rachetă	zgomot	1	4.26	3.52	8.1	1.7	0	0.23	0.3	0.11	0.3	0.12	2	0.33	1	3.64	1
N	sunset	evening	apus	seară	1	4.54	3.26	5.98	5.53	5	0.43	0.46	0.26	0.29	0.09	1.54	0.31	0.1	1.34	0.31
N	drizzle	rain	burniță	ploaie	1	4.21	4.97	9.17	4.68	5	0.65	0.71	0.49	0.72	0.33	3.42	0.94	0.5	2.94	0.95
N	adult	baby	adult	bebeluș	1	4.4	5	2.22	0.25	0.83	0.42	0.5	0.41	0.46	0.14	2.19	0.67	0.33	2.54	0.78
N	head	nail	cap	unghie	1	4.75	4.93	2.47	0.57	0.83	0.28	0.26	0.25	0.51	0.2	2.68	0.73	0.33	2.54	0.86
N	log	timber	buștean	cherestea	1	4.96	4.9	8.05	3.05	2.08	0.43	0.43	0.28	0.46	0.12	2	0.4	0.12	1.56	0.67
N	spoon	cup	lingură	ceașcă	1	4.96	5	2.02	1	0	0.66	0.73	0.33	0.77	0.25	3	0.83	0.33	2.54	0.83
N	body	nerve	corp	nerv	1	4.79	3.89	3.13	1.73	0.83	0.29	0.32	0.26	0.44	0.12	2	0.5	0.14	1.69	0.62
N	man	husband	bărbat	soț	1	4.79	4.11	5.32	5.42	7.92	0.46	0.52	0.32	0.66	1	4	1	0.2	2.03	0.67
N	bone	neck	os	gât	1	4.9	5	2.53	1.28	0.83	0.3	0.38	0.27	0.43	0.12	2	0.5	0.14	1.69	0.62
N	frustration	anger	frustrare	mânie	1	2.06	2.41	6.5	5.22	6.67	0.54	0.57	0.33	0.59	0.25	3	0.88	0.33	2.54	0.88
N	task	job	sarcină	slujbă	1	2.84	3.19	8.87	4.47	4.17	0.16	0.24	0.23	0.45	0.25	3	0.88	1	3.64	1
N	club	society	club	societate	1	3.78	2.54	5.23	3.3	4.58	0.23	0.27	0.35	0.39	1	4	1	1	3.64	1
N	reflection	image	reflexie	imagine	1	3.29	3.85	7.27	4.4	3.75	0.49	0.46	0.29	0.62	1	4	1	0.5	2.94	0.94
N	prince	king	prinț	rege	1	4.44	4.1	5.92	3.2	5.83	0.75	0.75	0.37	0.78	0.14	2.19	0.67	0.17	1.85	0.6
N	snow	weather	zăpadă	vreme	1	4.85	3.83	5.48	1.73	0.83	0.37	0.38	0.11	0.34	0.25	3	0.86	0.33	2.54	0.89
N	people	party	oameni	petrecere	1	4.82	3.89	2.2	1.53	0	0.31	0.36	0.22	0.24	0.14	2.19	0.55	0.2	2.03	0.6
N	boy	brother	băiat	frate	1	4.76	4.43	6.67	2.48	1.67	0.67	0.71	0.2	0.6	0.17	2.42	0.75	0.2	2.03	0.67
N	root	grass	rădăcină	iarbă	1	4.34	4.93	3.55	1.45	0.83	0.46	0.53	0.16	0.65	0.08	1.3	0.27	0.17	1.85	0.63
N	brow	eye	sprânceană	ochi	1	4.39	4.9	3.82	1.98	0.83	0.55	0.6	0.22	0.46	0.09	1.54	0.27	0.17	1.85	0.67
N	money	pearl	bani	perlă	1	4.54	4.87	2.1	0.85	0	0.17	0.21	0.13	0.22	0.07	1.19	0.12	0.09	1.24	0.29
N	money	diamond	bani	diamant	1	4.54	4.89	3.42	1.17	0	0.22	0.24	0.18	0.37	0.1	1.68	0.15	0.1	1.34	0.4
N	vehicle	bus	vehicul	autobuz	1	4.64	4.9	6.47	4.57	2.08	0.38	0.38	0.44	0.49	0.17	2.42	0.71	0.25	2.25	0.82
N	cab	bus	taxi	autobuz	1	4.88	4.9	5.6	2.08	0.83	0.49	0.56	0.63	0.67	0.1	1.68	0.56	0.33	2.54	0.92
N	house	barn	casă	grajd	1	5	4.79	4.33	0.78	0	0.37	0.46	0.23	0.46	0.2	2.68	0.77	0.25	2.25	0.82
N	finger	palm	deget	palmă	1	5	4.83	3.33	2.27	1.25	0.58	0.63	0.4	0.61	0.25	3	0.86	0.33	2.54	0.86
N	car	bridge	mașină	pod	1	4.89	4.97	0.95	0.35	0	0.34	0.43	0.04	0.38	0.14	2.19	0.55	0.17	1.85	0.71
N	effort	difficulty	efort	dificultate	1	2.33	1.9	4.45	5.03	4.58	0.34	0.32	0.4	0.37	0.33	3.42	0.95	0.5	2.94	0.95
N	fact	insight	fapt	intuiție	1	2.72	1.72	4.77	1.67	0.83	0.38	0.39	0.21	0.42	0.14	2.19	0.62	0.2	2.03	0.67
N	cancer	sickness	cancer	boală	1	3.86	3.45	7.93	4.25	2.92	0.46	0.51	0.5	0.59	0.2	2.68	0.78	0.2	2.03	0.82
N	word	newspaper	cuvânt	ziar	1	3.56	4.82	2.47	1.95	0.83	0.37	0.41	0.14	0.35	0.1	1.68	0.15	0.14	1.69	0.57
N	composer	writer	compozitor	scriitor	1	4.37	4.32	6.58	4	3.33	0.65	0.65	0.62	0.8	0.12	2	0.62	0.14	1.69	0.6
N	actor	singer	actor	cântăreț	1	4.57	4.62	4.52	1.85	2.5	0.53	0.62	0.37	0.7	0.2	2.68	0.82	0.25	2.25	0.67
N	shelter	hut	adăpost	colibă	1	4.64	4.65	6.47	3.75	4.17	0.49	0.52	0.33	0.71	0.33	3.42	0.91	0.5	2.94	0.93
N	bathroom	kitchen	baie	bucătărie	1	4.52	4.97	3.1	1.03	1.25	0.72	0.75	0.33	0.6	0.25	3	0.86	0.33	2.54	0.89
N	cabin	hut	cabană	colibă	1	4.92	4.65	6.53	4.85	4.58	0.62	0.67	0.48	0.76	0.17	2.42	0.67	0.17	1.85	0.71
N	door	kitchen	ușă	bucătărie	1	4.81	4.97	1.67	1.2	0.83	0.63	0.69	0.33	0.65	0.25	3	0.86	0.33	2.54	0.89
N	value	belief	valoare	credință	1	1.62	1.19	7.07	3.43	3.75	0.22	0.23	0.12	0.22	0.17	2.42	0.71	0.25	2.25	0.8
N	wisdom	intelligence	înțelepciune	inteligență	1	1.53	2.24	7.47	6.03	5.42	0.62	0.64	0.45	0.76	0.2	2.68	0.77	0.25	2.25	0.77
N	ignorance	intelligence	ignoranță	inteligență	1	1.6	2.24	1.5	0.42	0.42	0.48	0.51	0.35	0.69	0.17	2.42	0.67	0.2	2.03	0.67
N	happiness	luck	fericire	noroc	1	2.6	1.33	2.38	2.52	2.5	0.35	0.42	0.5	0.54	0.33	3.42	0.94	0.2	2.03	0.67
N	idea	scheme	idee	plan	1	1.61	2.41	6.75	5.32	3.33	0.28	0.28	0.32	0.34	1	4	1	0.33	2.54	0.86
N	mood	emotion	stare	emoție	1	1.75	2.44	8.12	5.38	5	0.3	0.31	0.2	0.33	0.33	3.42	0.92	0.33	2.54	0.83
N	happiness	peace	fericire	pace	1	2.6	1.62	6.03	3.77	3.75	0.44	0.43	0.47	0.55	0.25	3	0.83	0.2	2.03	0.71
N	despair	misery	disperare	nenorocire	1	2.21	2.04	7.22	3.87	3.33	0.54	0.63	0.39	0.64	0.2	2.68	0.8	0.25	2.25	0.77
N	logic	arithmetic	logică	aritmetică	1	1.72	2.74	3.97	2.73	1.25	0.4	0.41	0.39	0.68	0.06	0.83	0.15	0.12	1.56	0.67
N	denial	confession	negare	confesiune	1	2.46	2.4	1.03	0.35	0	0.38	0.4	0.24	0.6	0.14	2.19	0.62	0.25	2.25	0.8
N	argument	criticism	discuție	critică	1	2.85	2.07	5.08	1.52	0.42	0.4	0.42	0.23	0.55	0.12	2	0.5	0.17	1.85	0.62
N	aggression	hostility	agresiune	ostilitate	1	2.68	2.24	8.48	4.3	6.67	0.58	0.62	0.44	0.71	1	4	1	1	3.64	1
N	hysteria	confusion	isterie	confuzie	1	2.86	2.24	6.33	2.13	0.83	0.54	0.55	0.44	0.65	0.12	2	0.57	0.14	1.69	0.62
N	chemistry	theory	chimie	teorie	1	3.64	1.47	3.17	1.85	0	0.4	0.42	0.38	0.57	0.1	1.68	0.56	0.12	1.56	0.59
N	trial	verdict	proces	verdict	1	3.07	2.19	3.33	2.67	1.67	0.34	0.38	0.43	0.52	0.14	2.19	0.74	0.17	1.85	0.74
N	comfort	safety	confort	siguranță	1	2.89	2.37	5.8	5.18	4.17	0.36	0.4	0.42	0.21	0.25	3	0.83	0.33	2.54	0.83
N	confidence	self	încredere	sine	1	2.17	3.1	3.12	2.2	0.83	0.43	0.42	0.37	0.47	0.09	1.54	0.15	0.2	2.03	0.78
N	vision	perception	vedere	percepție	1	3.39	2	6.88	5.15	5	0.27	0.29	0.26	0.39	0.25	3	0.89	0.33	2.54	0.88
N	era	decade	eră	deceniu	1	2.24	3.19	5.4	2.08	1.67	0.45	0.52	0.12	0.55	0.25	3	0.83	0.33	2.54	0.83
N	biography	fiction	biografie	ficțiune	1	3.39	2.14	1.38	0.32	0	0.65	0.62	0.33	0.41	0.09	1.54	0.4	0.1	1.34	0.4
N	discussion	argument	discuție	ceartă	1	3.07	2.85	5.48	2.38	3.75	0.43	0.45	0.32	0.47	1	4	1	0.5	2.94	0.92
N	code	symbol	cod	simbol	1	3	3.11	6.03	4.43	5	0.22	0.24	0.19	0.27	0.17	2.42	0.6	0.2	2.03	0.6
N	danger	disease	pericol	boală	1	2.68	3.45	3	2.42	2.08	0.26	0.31	0.23	0.42	0.14	2.19	0.67	0.14	1.69	0.62
N	accident	catastrophe	accident	catastrofă	1	3.26	2.96	5.9	5	6.25	0.47	0.48	0.39	0.41	0.2	2.68	0.82	0.25	2.25	0.82
N	journey	trip	călătorie	excursie	1	2.57	3.71	8.88	8.02	8.75	0.51	0.56	0.52	0.62	1	4	1	0.5	2.94	0.95
N	activity	movement	activitate	mișcare	1	2.72	3.63	7.15	6.28	8.33	0.24	0.21	0.25	0.33	0.33	3.42	0.91	0.2	2.03	0.75
N	gossip	news	bârfă	știri	1	3	3.41	5.22	3.58	3.33	0.34	0.39	0.27	0.58	0.11	1.83	0.47	0.11	1.44	0.47
N	father	god	tată	dumnezeu	1	4.52	2.07	3.57	3.83	1.67	0.52	0.57	0.2	0.47	0.09	1.54	0.18	0.25	2.25	0.84
N	action	course	acțiune	curs	1	2.86	3.82	5.45	1.95	4.17	0.12	0.19	0.21	0.2	0.33	3.42	0.92	0.5	2.94	0.92
N	fever	illness	febră	boală	1	3.27	3.54	7.65	3.12	1.67	0.5	0.54	0.4	0.79	0.12	2	0.62	0.1	1.34	0.47
N	aviation	flight	aviație	zbor	1	3.39	3.9	8.18	5.63	2.08	0.42	0.51	0.36	0.53	0.11	1.83	0.59	0.5	2.94	0.95
N	game	action	joc	acțiune	1	4.5	2.86	4.85	3.48	2.08	0.24	0.33	0.27	0.26	0.25	3	0.86	0.25	2.25	0.8
N	molecule	air	moleculă	aer	1	3.27	4.11	3.05	1.73	0	0.32	0.36	0.14	0.24	0.12	2	0.22	0.2	2.03	0.57
N	home	state	casă	stat	1	4.11	3.52	2.58	0.53	0	0.19	0.19	0.05	0.3	0.14	2.19	0.67	0.25	2.25	0.8
N	word	literature	cuvânt	literatură	1	3.56	4.1	4.77	2.73	0.83	0.3	0.31	0.11	0.3	0.14	2.19	0.62	0.25	2.25	0.77
N	newspaper	information	ziar	informație	1	4.82	2.87	5.65	3.55	1.25	0.26	0.28	0.27	0.39	0.1	1.68	0.15	0.1	1.34	0.4
N	communication	television	comunicare	televizor	1	2.9	4.83	5.6	2.73	1.25	0.21	0.22	0.22	0.29	0.08	1.3	0.14	0.08	1.15	0.15
N	cousin	uncle	văr	unchi	1	3.7	4.24	4.63	1.32	0.83	0.68	0.71	0.36	0.73	0.2	2.68	0.8	0.25	2.25	0.63
N	author	reader	autor	cititor	1	4.26	3.89	1.6	1.42	0.83	0.27	0.28	0.47	0.51	0.2	2.68	0.75	0.2	2.03	0.67
N	guy	partner	tip	partener	1	4.68	3.53	3.57	2.73	4.17	0.26	0.27	0.34	0.33	0.25	3	0.83	0.2	2.03	0.67
N	area	corner	suprafață	colț	1	3.72	4.61	2.07	0.92	0	0.23	0.27	0.16	0.6	0.2	2.68	0.67	0.5	2.94	0.93
N	ballad	song	baladă	cântec	1	3.88	4.46	7.53	5.1	4.58	0.69	0.74	0.41	0.69	0.33	3.42	0.93	0.5	2.94	0.93
N	wall	decoration	perete	decorațiune	1	4.86	3.53	2.62	1.52	0.83	0.41	0.41	0.35	0.47	0.2	2.68	0.67	0.25	2.25	0.77
N	word	page	cuvânt	pagină	1	3.56	4.9	2.92	1.88	0.83	0.33	0.32	0.2	0.3	0.1	1.68	0.14	0.11	1.44	0.5
N	politician	president	politician	președinte	1	4.33	4.4	7.38	3.62	2.5	0.45	0.47	0.41	0.67	0.25	3	0.86	0.25	2.25	0.63
N	president	mayor	președinte	primar	1	4.4	4.37	5.68	2.1	1.67	0.35	0.4	0.39	0.49	0.2	2.68	0.67	0.2	2.03	0.6
N	book	essay	carte	eseu	1	4.9	3.97	4.72	2.27	2.08	0.42	0.48	0.37	0.44	0.2	2.68	0.77	0.25	2.25	0.77
N	man	warrior	bărbat	războinic	1	4.79	4.17	4.72	2.37	1.25	0.56	0.55	0.29	0.56	0.25	3	0.83	0.33	2.54	0.75
N	article	journal	articol	revistă	1	4.33	4.63	6.18	3.18	1.25	0.32	0.37	0.41	0.36	0.17	2.42	0.6	0.25	2.25	0.77
N	crowd	parade	mulțime	paradă	1	4.52	4.54	3.93	3.27	3.75	0.45	0.46	0.13	0.52	0.25	3	0.86	0.14	1.69	0.5
N	aisle	hallway	culoar	hol	1	4.35	4.74	6.75	8.12	9.58	0.65	0.69	0.5	0.58	0.33	3.42	0.93	0.25	2.25	0.84
N	hip	lip	șold	buză	1	4.21	4.96	1.43	0.42	0	0.43	0.44	0.3	0.55	0.2	2.68	0.67	0.25	2.25	0.77
N	book	article	carte	articol	1	4.9	4.33	5.43	1.92	1.67	0.25	0.29	0.36	0.29	0.25	3	0.86	0.33	2.54	0.86
N	room	cell	cameră	celulă	1	4.79	4.44	4.58	3.12	3.75	0.36	0.38	0.33	0.49	0.25	3	0.86	0.5	2.94	0.94
N	box	booth	cutie	cabină	1	4.9	4.42	3.8	1.42	0.42	0.39	0.43	0.29	0.35	0.17	2.42	0.67	0.2	2.03	0.8
N	limb	leg	membru	picior	1	4.64	4.83	6.9	5.47	4.17	0.21	0.26	0.27	0.26	0.33	3.42	0.92	0.5	2.94	0.94
N	liver	lung	ficat	plămân	1	4.68	4.82	2.7	1.48	1.25	0.58	0.63	0.35	0.64	0.2	2.68	0.77	0.25	2.25	0.82
N	classroom	hallway	clasă	hol	1	4.76	4.74	2	0.47	0	0.33	0.34	0.19	0.31	0.08	1.42	0.14	0.1	1.34	0.53
N	mountain	ledge	munte	terasă	1	4.96	4.72	3.73	0.63	0	0.38	0.47	0.27	0.41	0.25	3	0.8	0.25	2.25	0.77
N	car	elevator	mașină	lift	1	4.89	4.79	1.03	0.22	0	0.48	0.59	0.16	0.39	0.2	2.68	0.77	0.14	1.69	0.67
N	bed	couch	pat	canapea	1	5	4.71	3.42	3.2	6.25	0.71	0.74	0.61	0.81	0.17	2.42	0.75	0.5	2.94	0.95
N	kidney	organ	rinichi	organ	1	4.96	4.77	6.17	4.5	3.33	0.29	0.29	0.31	0.4	0.2	2.68	0.73	0.25	2.25	0.8
N	apple	sauce	măr	sos	1	5	4.75	1.43	0.22	0	0.33	0.37	0.05	0.39	0.11	1.83	0.14	0.08	1.07	0.33
N	car	hose	mașină	furtun	1	4.89	4.87	0.87	0.5	0	0.44	0.51	0.12	0.34	0.12	2	0.43	0.11	1.44	0.56
N	tobacco	cigarette	tutun	țigară	1	4.88	4.88	7.5	6.13	5.83	0.49	0.48	0.34	0.38	0.25	3	0.86	0.33	2.54	0.9
N	student	professor	student	profesor	1	4.92	4.86	1.95	1.95	0.83	0.56	0.6	0.63	0.71	0.11	1.83	0.59	0.12	1.56	0.57
N	baby	daughter	bebeluș	fiică	1	5	4.79	5	2.2	2.08	0.31	0.4	0.21	0.55	0.2	2.68	0.84	0.25	2.25	0.87
N	pipe	cigar	pipă	trabuc	1	4.88	4.93	6.03	4.43	3.75	0.64	0.67	0.5	0.64	0.07	1.09	0.11	0.07	0.93	0.22
N	milk	juice	lapte	suc	1	4.92	4.89	4.05	0.72	0	0.51	0.6	0.43	0.69	0.25	3	0.8	0.33	2.54	0.88
N	box	cigar	cutie	trabuc	1	4.9	4.93	1.25	0.97	0	0.37	0.43	0.22	0.39	0.08	1.42	0.12	0.07	1	0.24
N	apartment	hotel	apartament	hotel	1	4.9	4.93	3.33	1.63	1.25	0.52	0.59	0.39	0.37	0.17	2.42	0.67	0.2	2.03	0.75
N	cup	cone	ceașcă	con	1	5	4.86	3.17	0.47	0	0.2	0.19	-0.01	0.21	0.17	2.42	0.5	0.25	2.25	0.82
N	horse	ox	cal	bou	1	5	4.86	3.02	0.92	0.83	0.53	0.62	0.45	0.65	0.25	3	0.69	0.11	1.44	0.75
N	throat	nose	gâtlej	nas	1	4.97	4.89	2.8	1	0.83	0.5	0.57	0.37	0.56	0.1	1.68	0.43	0.25	2.25	0.8
N	bone	elbow	os	cot	1	4.9	5	3.78	2.05	1.25	0.29	0.37	0.2	0.29	0.1	1.68	0.43	0.14	1.69	0.62
N	bacon	bean	șuncă	fasole	1	4.9	5	1.22	0.72	0	0.63	0.66	0.29	0.66	0.09	1.63	0.35	0.11	1.44	0.6
N	cup	jar	ceașcă	borcan	1	5	5	5.13	0.85	0	0.58	0.66	0.22	0.52	0.2	2.68	0.4	0.33	2.54	0.83
N	proof	fact	dovadă	fapt	1	2.67	2.72	7.3	5.18	4.17	0.42	0.49	0.31	0.6	0.2	2.68	0.77	0.25	2.25	0.77
N	appointment	engagement	programare	angajament	1	3	2.75	6.75	2.98	3.75	0.21	0.24	0.22	0.27	0.12	2	0.62	1	3.64	1
N	word	clue	cuvânt	indiciu	1	3.56	2.93	2.53	1.92	2.08	0.35	0.38	0.11	0.38	0.2	2.68	0.6	0.2	2.03	0.71
N	author	creator	autor	creator	1	4.26	3.07	8.02	7.42	8.33	0.26	0.26	0.45	0.47	1	4	1	0.33	2.54	0.71
N	atom	carbon	atom	carbon	1	3.34	4.22	3.1	2.2	0.42	0.46	0.52	0.4	0.53	0.2	2.68	0.57	0.25	2.25	0.8
N	archbishop	bishop	arhiepiscop	episcop	1	4.14	4.21	7.05	4.22	3.75	0.86	0.88	0.8	0.92	0.33	3.42	0.95	0.5	2.94	0.96
N	letter	paragraph	literă	paragraf	1	4.7	3.96	4	1.63	0.83	0.37	0.34	0.33	0.52	0.11	1.83	0.46	0.2	2.03	0.71
N	page	paragraph	pagină	paragraf	1	4.9	3.96	3.03	2.33	2.5	0.24	0.22	0.39	0.41	0.08	1.3	0.13	0.08	1.15	0.25
N	steeple	chapel	clopotniță	capelă	1	4.74	4.6	7.08	2.2	1.67	0.62	0.66	0.35	0.72	0.14	2.19	0.62	0.17	1.85	0.71
N	muscle	bone	mușchi	os	1	4.5	4.9	3.65	1.07	0.83	0.36	0.44	0.26	0.46	0.11	1.83	0.46	0.25	2.25	0.82
N	muscle	tongue	mușchi	limbă	1	4.5	4.93	5	3.97	2.08	0.18	0.21	0.1	0.39	0.2	2.68	0.73	0.25	2.25	0.8
N	boy	soldier	băiat	soldat	1	4.76	4.72	2.15	2.3	2.08	0.47	0.5	0.19	0.5	0.14	2.19	0.59	0.12	1.56	0.57
N	belly	abdomen	burtă	abdomen	1	4.8	4.7	8.13	6.2	8.33	0.49	0.55	0.46	0.61	1	4	1	1	3.64	1
N	guy	girl	tip	fată	1	4.68	4.85	3.33	0.38	0	0.22	0.2	0.04	0.21	0.2	2.68	0.77	0.2	2.03	0.63
N	bed	chair	pat	scaun	1	5	4.58	3.5	0.92	0.42	0.55	0.64	0.52	0.54	0.2	2.68	0.8	0.2	2.03	0.8
N	gun	knife	armă	cuțit	1	4.83	4.9	3.65	4.12	2.08	0.42	0.41	0.25	0.61	0.14	2.19	0.53	0.33	2.54	0.9
N	bottle	container	sticlă	recipient	1	4.91	4.85	7.93	4.87	4.58	0.46	0.5	0.46	0.55	0.33	3.42	0.92	0.33	2.54	0.88
N	hen	turkey	găină	curcan	1	4.9	4.89	6.13	1.6	0.83	0.64	0.69	0.35	0.57	0.25	3	0.91	0.25	2.25	0.89
N	meat	bread	carne	pâine	1	4.9	4.92	1.67	0.63	0	0.55	0.6	0.3	0.64	0.2	2.68	0.67	0.25	2.25	0.77
N	arm	bone	braț	os	1	4.96	4.9	3.83	1.42	0.83	0.24	0.35	0.15	0.34	0.1	1.68	0.43	0.11	1.44	0.56
N	apple	lemon	măr	lămâie	1	5	5	4.05	1.03	0.42	0.49	0.52	0.38	0.72	0.2	2.68	0.77	0.25	2.25	0.86
N	agony	grief	agonie	supărare	1	2.38	2.7	7.63	4.12	1.67	0.45	0.49	0.24	0.47	0.1	1.68	0.5	0.14	1.69	0.62
N	assignment	task	temă	sarcină	1	3.86	2.84	8.7	6.52	7.08	0.27	0.32	0.15	0.48	0.33	3.42	0.95	0.5	2.94	0.94
N	night	dawn	noapte	zori	1	4.52	4.46	2.95	0.47	1.67	0.65	0.7	0.56	0.6	0.25	3	0.83	0.33	2.54	0.86
N	dinner	soup	cină	supă	1	4.5	4.72	3.72	1.63	1.25	0.63	0.68	0.34	0.71	0.17	2.42	0.67	0.2	2.03	0.75
N	calf	bull	vițel	taur	1	4.48	4.85	4.93	2.95	4.17	0.52	0.57	0.23	0.39	0.14	2.19	0.62	0.14	1.69	0.67
N	snow	storm	zăpadă	furtună	1	4.85	4.7	4.8	1.23	0.83	0.48	0.56	0.31	0.73	0.17	2.42	0.75	0.2	2.03	0.78
N	nail	hand	unghie	mână	1	4.93	4.72	3.42	1.73	1.25	0.46	0.49	0.16	0.38	0.12	2	0.5	0.25	2.25	0.8
N	dog	horse	câine	cal	1	4.85	5	2.38	0.53	0.83	0.51	0.57	0.32	0.56	0.17	2.42	0.72	0.12	1.56	0.76
N	arm	neck	braț	gât	1	4.96	5	1.58	0.72	0.83	0.52	0.61	0.38	0.68	0.17	2.42	0.67	0.2	2.03	0.75
N	ball	glove	minge	mănușă	1	5	4.97	1.75	0.42	0	0.39	0.41	0.09	0.42	0.17	2.42	0.43	0.17	1.85	0.74
N	flu	fever	gripă	febră	1	3.65	3.27	6.08	3.4	1.67	0.61	0.66	0.47	0.83	0.09	1.54	0.38	0.08	1.07	0.4
N	fee	salary	taxă	salariu	1	3.89	3.69	3.72	0.53	0.42	0.24	0.3	0.15	0.39	0.12	2	0.7	0.14	1.69	0.7
N	nerve	brain	nerv	creier	1	3.89	4.69	3.88	2.77	1.67	0.45	0.47	0.46	0.65	0.1	1.68	0.43	0.11	1.44	0.56
N	beast	animal	bestie	animal	1	4.63	4.61	7.83	4.9	6.67	0.42	0.46	0.4	0.47	1	4	1	1	3.64	1
N	dinner	chicken	cină	pui	1	4.5	4.8	2.85	1.53	0	0.38	0.46	0.13	0.36	0.1	1.68	0.43	0.09	1.24	0.35
N	girl	maid	fată	slujnică	1	4.85	4.64	2.93	2.13	4.58	0.61	0.67	0.31	0.74	0.12	2	0.62	0.5	2.94	0.95
N	child	boy	copil	băiat	1	4.78	4.76	5.75	3.58	6.25	0.61	0.67	0.35	0.65	1	4	1	0.33	2.54	0.91
N	alcohol	wine	alcool	vin	1	4.76	4.79	7.42	4.78	4.17	0.39	0.43	0.31	0.43	0.33	3.42	0.91	0.5	2.94	0.95
N	nose	mouth	nas	gură	1	4.89	4.74	3.73	1.45	1.67	0.62	0.7	0.43	0.59	0.12	2	0.5	0.25	2.25	0.8
N	street	car	stradă	mașină	1	4.75	4.89	2.38	1.45	0.83	0.45	0.56	0.22	0.65	0.12	2	0.57	0.11	1.44	0.56
N	bell	door	sonerie	ușă	1	4.96	4.81	2.2	2.02	0.83	0.61	0.69	0.3	0.44	0.09	1.54	0.4	0.2	2.03	0.71
N	box	hat	cutie	pălărie	1	4.9	4.88	1.3	0.38	0	0.44	0.48	0.14	0.3	0.11	1.83	0.53	0.12	1.56	0.59
N	belief	impression	credință	părere	1	1.19	2.23	5.95	3.58	5.42	0.39	0.4	0.15	0.39	1	4	1	1	3.64	1
N	bias	opinion	prejudecată	opinie	1	1.68	1.93	5.6	4.18	5	0.37	0.38	0.33	0.52	0.33	3.42	0.93	0.12	1.56	0.53
N	attention	awareness	atenție	conștientizare	1	2.3	1.84	8.73	4.57	5.42	0.36	0.33	0.25	0.61	0.12	2	0.62	0.17	1.85	0.67
N	anger	mood	mânie	stare	1	2.41	1.75	4.1	2.98	0.83	0.3	0.27	0.15	0.3	0.25	3	0.86	0.25	2.25	0.77
N	elegance	style	eleganță	stil	1	2.18	2.67	5.72	6.48	7.92	0.55	0.56	0.42	0.45	0.17	2.42	0.6	0.5	2.94	0.91
N	beauty	age	frumusețe	vârstă	1	2.93	2.86	1.58	1.6	0	0.28	0.32	0.14	0.42	0.14	2.19	0.55	0.17	1.85	0.55
N	book	theme	carte	temă	1	4.9	2.72	2.58	1.48	0	0.4	0.45	0.17	0.52	0.14	2.19	0.62	0.2	2.03	0.71
N	friend	mother	prietenă	mamă	1	3.07	4.6	2.53	2.58	1.25	0.52	0.62	0.34	0.76	0.12	2	0.53	0.17	1.85	0.63
N	vitamin	iron	vitamină	fier	1	4.48	4.59	5.55	2.95	1.67	0.38	0.45	0.3	0.48	0.11	1.83	0.4	0.11	1.44	0.43
N	car	factory	mașină	fabrică	1	4.89	4.76	2.75	1.38	0.83	0.38	0.42	0.17	0.69	0.11	1.83	0.46	0.12	1.56	0.63
N	pact	condition	pact	condiție	1	2.52	2.15	2.45	3.83	2.08	0.24	0.24	0.17	0.33	0.2	2.68	0.77	0.2	2.03	0.71
N	chapter	choice	capitol	alegere	1	3.43	1.9	0.48	0.72	0	0.13	0.12	0.16	0.32	0.1	1.68	0.31	0.14	1.69	0.57
N	arithmetic	rhythm	aritmetică	ritm	1	2.74	3.07	2.35	0.1	0	0.22	0.23	0.12	0.18	0.06	0.91	0.2	0.09	1.24	0.5
N	winner	presence	câștigător	prezență	1	3.21	2.72	1.08	0.43	0	0.09	0.09	0.06	0.55	0.09	1.54	0.15	0.1	1.34	0.35
